id,datetime,sentiment,text,tokens...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925910265060831000,2/11/2017 2:19,0.129166667,The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,the,united,states,will,be,immediately,implementing,much,tougher,extreme,vetting,procedures,the,safety,of,our,citizens,comes,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925913030159937000,2/11/2017 2:30,0.419444444,It is finally happening for our great clean coal miners! https://t.co/suAnjs6Ccz,it,is,finally,happening,for,our,great,clean,coal,miners,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925916863401480000,2/11/2017 2:45,0.9,"Happy birthday to @garyplayer, a truly great Champion and Person!",happy,birthday,to,@garyplayer,a,truly,great,champion,and,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925925920304779000,2/11/2017 3:21,0.645454545,"Great mtg w/ @Cabinet today. Tomorrow, I will be announcing the new head of the Fed. I think you will be extremely impressed by this person! https://t.co/5ASJVLGAiG",great,mtg,w,@cabinet,today,tomorrow,i,will,be,announcing,the,new,head,of,the,fed,i,think,you,will,be,extremely,impressed,by,this,person,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,
925931294705545000,2/11/2017 3:43,-0.091666667,"NYC terrorist was happy as he asked to hang ISIS flag in his hospital room. He killed 8 people, badly injured 12. SHOULD GET DEATH PENALTY!",nyc,terrorist,was,happy,as,he,asked,to,hang,isis,flag,in,his,hospital,room,he,killed,8,people,badly,injured,12,should,get,death,penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926053970535243000,2/11/2017 11:50,0.35,Would love to send the NYC terrorist to Guantanamo but statistically that process takes much longer than going through the Federal system...,would,love,to,send,the,nyc,terrorist,to,guantanamo,but,statistically,that,process,takes,much,longer,than,going,through,the,federal,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926054936718307000,2/11/2017 11:54,-0.083333333,...There is also something appropriate about keeping him in the home of the horrible crime he committed. Should move fast. DEATH PENALTY!,there,is,also,something,appropriate,about,keeping,him,in,the,home,of,the,horrible,crime,he,committed,should,move,fast,death,penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926139726129704000,2/11/2017 17:31,0,"Congratulations to the Houston @Astros, 2017 #WorldSeries Champions⚾️#HoustonStrong #EarnHistory https://t.co/BP7OEzdhFi",congratulations,to,the,houston,@astros,2017,#worldseries,champions⚾️,#houstonstrong,#earnhistory,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926155393490878000,2/11/2017 18:33,0.375,I am calling on Congress to TERMINATE the diversity visa lottery program that presents significant vulnerabilities to our national security. https://t.co/tW4wOlI4vu,i,am,calling,on,congress,to,terminate,the,diversity,visa,lottery,program,that,presents,significant,vulnerabilities,to,our,national,security,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926157911151214000,2/11/2017 18:43,0.625,Congress must end chain migration so that we can have a system that is SECURITY BASED! We need to make AMERICA SAFE! #USA🇺🇸 https://t.co/d7L1YW5iVY,congress,must,end,chain,migration,so,that,we,can,have,a,system,that,is,security,based,we,need,to,make,america,safe,#usa🇺🇸,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926176823117074000,2/11/2017 19:58,0.466666667,"Today, we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQ’s from Singapore back to the U.S.A..... https://t.co/WrqUXBndyZ",today,we,are,thrilled,to,welcome,@broadcom,ceo,hock,tan,to,the,wh,to,announce,he,is,moving,their,hqs,from,singapore,back,to,the,usa,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,
926185468911382000,2/11/2017 20:33,0,"Broadcom's move to America=$20 BILLION of annual rev into U.S.A., $3+ BILLION/yr. in research/engineering &amp, $6 BILLION/yr. in manufacturing. https://t.co/NsJ4PtVTtl",broadcoms,move,to,america20,billion,of,annual,rev,into,usa,3,billionyr,in,researchengineering,&,6,billionyr,in,manufacturing,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926216279287042000,2/11/2017 22:35,0.4,"Today, it was my pleasure and great honor to announce my nomination of Jerome Powell to be the next Chairman of the @FederalReserve. https://t.co/6aDuRy3zws",today,it,was,my,pleasure,and,great,honor,to,announce,my,nomination,of,jerome,powell,to,be,the,next,chairman,of,the,@federalreserve,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926238774773862000,3/11/2017 0:05,0.53015873,"Great Tax Cut rollout today. The lobbyists are storming Capital Hill, but the Republicans will hold strong and do what is right for America!",great,tax,cut,rollout,today,the,lobbyists,are,storming,capital,hill,but,the,republicans,will,hold,strong,and,do,what,is,right,for,america,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926247543801044000,3/11/2017 0:39,-0.033333333,Donna Brazile just stated the DNC RIGGED the system to illegally steal the Primary from Bernie Sanders. Bought and paid for by Crooked H....,donna,brazile,just,stated,the,dnc,rigged,the,system,to,illegally,steal,the,primary,from,bernie,sanders,bought,and,paid,for,by,crooked,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926249604936556000,3/11/2017 0:48,0.13125,....This is real collusion and dishonesty. Major violation of Campaign Finance Laws and Money Laundering - where is our Justice Department?,this,is,real,collusion,and,dishonesty,major,violation,of,campaign,finance,laws,and,money,laundering,-,where,is,our,justice,department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926259330474704000,3/11/2017 1:26,0.0875,The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch. James Comey's leadership was a disaster!,the,@tuckercarlson,opening,statement,about,our,once,cherished,and,great,fbi,was,so,sad,to,watch,james,comeys,leadership,was,a,disaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926260114146889000,3/11/2017 1:29,0.5,I will be interviewed by @IngrahamAngle on @FoxNews at 10:00. Enjoy!,i,will,be,interviewed,by,@ingrahamangle,on,@foxnews,at,1000,enjoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926401530013642000,3/11/2017 10:51,-0.077777778,My Twitter account was taken down for 11 minutes by a rogue employee. I guess the word must finally be getting out-and having an impact.,my,twitter,account,was,taken,down,for,11,minutes,by,a,rogue,employee,i,guess,the,word,must,finally,be,getting,out-and,having,an,impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926403023861141000,3/11/2017 10:57,0,"Everybody is asking why the Justice Department (and FBI) isn't looking into all of the dishonesty going on with Crooked Hillary &amp, the Dems..",everybody,is,asking,why,the,justice,department,and,fbi,isnt,looking,into,all,of,the,dishonesty,going,on,with,crooked,hillary,&,the,dems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926404584456773000,3/11/2017 11:03,0.4,"...New Donna B book says she paid for and stole the Dem Primary. What about the deleted E-mails, Uranium, Podesta, the Server, plus, plus...",new,donna,b,book,says,she,paid,for,and,stole,the,dem,primary,what,about,the,deleted,e-mails,uranium,podesta,the,server,plus,plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926406490763784000,3/11/2017 11:11,-0.042857143,"....People are angry.  At some point the Justice Department, and the FBI, must do what is right and proper. The American public deserves it!",people,are,angry,at,some,point,the,justice,department,and,the,fbi,must,do,what,is,right,and,proper,the,american,public,deserves,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926415703476928000,3/11/2017 11:48,-0.002727273,"The real story on Collusion is in Donna B's new book. Crooked Hillary bought the DNC &amp, then stole the Democratic Primary from Crazy Bernie!",the,real,story,on,collusion,is,in,donna,bs,new,book,crooked,hillary,bought,the,dnc,&,then,stole,the,democratic,primary,from,crazy,bernie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926417546038923000,3/11/2017 11:55,0.5,"Pocahontas just stated that the Democrats, lead by the legendary Crooked Hillary Clinton, rigged the Primaries! Lets go FBI &amp, Justice Dept.",pocahontas,just,stated,that,the,democrats,lead,by,the,legendary,crooked,hillary,clinton,rigged,the,primaries,lets,go,fbi,&,justice,dept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926419647708258000,3/11/2017 12:03,0.033333333,"""ISIS just claimed the Degenerate Animal who killed, and so badly wounded, the wonderful people on the West Side, was """"their soldier."""" .....""",isis,just,claimed,the,degenerate,animal,who,killed,and,so,badly,wounded,the,wonderful,people,on,the,west,side,was,their,soldier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926421589159182000,3/11/2017 12:11,-0.05,"""...Based on that, the Military has hit ISIS """"much harder"""" over the last two days. They will pay a big price for every attack on us!""",based,on,that,the,military,has,hit,isis,much,harder,over,the,last,two,days,they,will,pay,a,big,price,for,every,attack,on,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926456069047582000,3/11/2017 14:28,0.196428571,Bernie Sanders supporters have every right to be apoplectic of the complete theft of the Dem primary by Crooked Hillary!,bernie,sanders,supporters,have,every,right,to,be,apoplectic,of,the,complete,theft,of,the,dem,primary,by,crooked,hillary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926456409260285000,3/11/2017 14:29,0.261904762,"I always felt I would be running and winning against Bernie Sanders, not Crooked H, without cheating, I was right.",i,always,felt,i,would,be,running,and,winning,against,bernie,sanders,not,crooked,h,without,cheating,i,was,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926460439000698000,3/11/2017 14:45,-0.194444444,"Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan, SKorea, China, Vietnam &amp, the Philippines. Will never let you down!",just,took,off,for,ceremony,@,pearl,harbor,will,then,be,heading,to,japan,skorea,china,vietnam,&,the,philippines,will,never,let,you,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926481563214376000,3/11/2017 16:09,-0.025,"The rigged Dem Primary, one of the biggest political stories in years, got ZERO coverage on Fake News Network TV last night. Disgraceful!",the,rigged,dem,primary,one,of,the,biggest,political,stories,in,years,got,zero,coverage,on,fake,news,network,tv,last,night,disgraceful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926484660946862000,3/11/2017 16:22,0,"JOBS, JOBS, JOBS! https://t.co/twUNktGbnb",jobs,jobs,jobs,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926492915626663000,3/11/2017 16:54,0,The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.,the,decision,on,sergeant,bergdahl,is,a,complete,and,total,disgrace,to,our,country,and,to,our,military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926580912036466000,3/11/2017 22:44,0.466666667,Getting ready to land in Hawaii. Looking so much forward to meeting with our great Military/Veterans at Pearl Harbor!,getting,ready,to,land,in,hawaii,looking,so,much,forward,to,meeting,with,our,great,militaryveterans,at,pearl,harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926647019455766000,4/11/2017 3:07,0.6125,Thank you for such a beautiful welcome Hawaii. My great honor to visit @PacificCommand upon arrival. Heading to Pearl Harbor w/ @FLOTUS now. https://t.co/6gDME9cmnS,thank,you,for,such,a,beautiful,welcome,hawaii,my,great,honor,to,visit,@pacificcommand,upon,arrival,heading,to,pearl,harbor,w,@flotus,now,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926707692395102000,4/11/2017 7:08,0.8,Thank you to our GREAT Military/Veterans and @PacificCommand.Remember #PearlHarbor. Remember the @USSArizona!A day I’ll never forget. https://t.co/CMkB0kTkSc,thank,you,to,our,great,militaryveterans,and,@pacificcommandremember,#pearlharbor,remember,the,@ussarizonaa,day,ill,never,forget,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926789876556500000,4/11/2017 12:35,-0.00959596,"Unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever, up $5.4 trill",unemployment,is,down,to,41,lowest,in,17,years,15,million,new,jobs,created,since,i,took,office,highest,stock,market,ever,up,54,trill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926793510723796000,4/11/2017 12:49,0.298787879,Would very much appreciate Saudi Arabia doing their IPO of Aramco with the New York Stock Exchange. Important to the United States!,would,very,much,appreciate,saudi,arabia,doing,their,ipo,of,aramco,with,the,new,york,stock,exchange,important,to,the,united,states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926973117708296000,5/11/2017 0:43,0.225,I am landing shortly. Can’t wait to be with our GREAT MILITARY. See you soon! https://t.co/AVLrrOxmm4,i,am,landing,shortly,cant,wait,to,be,with,our,great,military,see,you,soon,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927007332743172000,5/11/2017 2:59,0,"Just gave a speech to the great men and women at Yokota Air Base in Tokyo, Japan. Leaving to see Prime Minister Abe. https://t.co/6LRAgojvDB",just,gave,a,speech,to,the,great,men,and,women,at,yokota,air,base,in,tokyo,japan,leaving,to,see,prime,minister,abe,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927059219370643000,5/11/2017 6:25,1,"Playing golf with Prime Minister Abe and Hideki Matsuyama, two wonderful people! https://t.co/vYLULe0o2K",playing,golf,with,prime,minister,abe,and,hideki,matsuyama,two,wonderful,people,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927075137131896000,5/11/2017 7:28,0.183333333,It was a true honor to be at Yokota Air Base with our GREAT @USForcesJapan! https://t.co/KEXnIkkQks,it,was,a,TRUE,honor,to,be,at,yokota,air,base,with,our,great,@usforcesjapan,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927077305876434000,5/11/2017 7:37,0.566666667,Heading into the 12 days with great negotiating strength because of our tremendous economy. https://t.co/4HnXkR3EhW,heading,into,the,12,days,with,great,negotiating,strength,because,of,our,tremendous,economy,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927265906086031000,5/11/2017 20:06,0,"May God be w/ the people of Sutherland Springs, Texas. The FBI &amp, law enforcement are on the scene. I am monitoring the situation from Japan.",may,god,be,w,the,people,of,sutherland,springs,texas,the,fbi,&,law,enforcement,are,on,the,scene,i,am,monitoring,the,situation,from,japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927397233741492000,6/11/2017 4:48,0.716666667,"...Americans do what we do best: we pull together. We join hands. We lock arms and through the tears and the sadness, we stand strong... https://t.co/qkCPgtKGkA",americans,do,what,we,do,best,we,pull,together,we,join,hands,we,lock,arms,and,through,the,tears,and,the,sadness,we,stand,strong,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927523335956848000,6/11/2017 13:09,0,#USA🇺🇸 #Japan🇯🇵 https://t.co/EvxFqAVnFS,#usa🇺🇸,#japan🇯🇵,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927644826006425000,6/11/2017 21:12,-0.5,"The state of Virginia economy, under Democrat rule, has been terrible. If you vote Ed Gillespie tomorrow, it will come roaring back!",the,state,of,virginia,economy,under,democrat,rule,has,been,terrible,if,you,vote,ed,gillespie,tomorrow,it,will,come,roaring,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927645648685551000,6/11/2017 21:15,0.29375,"My visit to Japan and friendship with PM Abe will yield many benefits, for our great Country. Massive military &amp, energy orders happening+++!",my,visit,to,japan,and,friendship,with,pm,abe,will,yield,many,benefits,for,our,great,country,massive,military,&,energy,orders,happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927648870796070000,6/11/2017 21:28,0.360416667,"Getting ready to leave for South Korea and meetings with President Moon, a fine gentleman. We will figure it all out!",getting,ready,to,leave,for,south,korea,and,meetings,with,president,moon,a,fine,gentleman,we,will,figure,it,all,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927672843504177000,6/11/2017 23:03,0.525,"I have great confidence in King Salman and the Crown Prince of Saudi Arabia, they know exactly what they are doing....",i,have,great,confidence,in,king,salman,and,the,crown,prince,of,saudi,arabia,they,know,exactly,what,they,are,doing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927673257230327000,6/11/2017 23:05,-0.25,....Some of those they are harshly treating have been “milking” their country for years!,some,of,those,they,are,harshly,treating,have,been,milking,their,country,for,years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927802776737984000,7/11/2017 7:39,0.85,"It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys, in South Korea. 🇺🇸🇰🇷 https://t.co/5NJirz4iNM https://t.co/kNLyONhBCC",it,was,my,great,honor,to,have,lunch,with,our,incredible,us,and,rok,troops,at,camp,humphreys,in,south,korea,🇺🇸🇰🇷,http://...,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927844454957850000,7/11/2017 10:25,0.85,Thank you to President Moon of South Korea for the beautiful welcoming ceremony. It will always be remembered. https://t.co/bMvJz1iV2a,thank,you,to,president,moon,of,south,korea,for,the,beautiful,welcoming,ceremony,it,will,always,be,remembered,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927847349648609000,7/11/2017 10:37,0.48,Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....,stock,market,hit,yet,another,all-time,record,high,yesterday,there,is,great,confidence,in,the,moves,that,my,administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927847471321141000,7/11/2017 10:37,-0.189583333,"....is making. Working very hard on TAX CUTS for the middle class, companies and jobs!",is,making,working,very,hard,on,tax,cuts,for,the,middle,class,companies,and,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927851387857367000,7/11/2017 10:53,0.016666667,"Ralph Northam will allow crime to be rampant in Virginia. He’s weak on crime, weak on our GREAT VETS, Anti-Second Amendment....",ralph,northam,will,allow,crime,to,be,rampant,in,virginia,hes,weak,on,crime,weak,on,our,great,vets,anti-second,amendment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927851452185407000,7/11/2017 10:53,-1,....and has been horrible on Virginia economy. Vote @EdWGillespie today!,and,has,been,horrible,on,virginia,economy,vote,@edwgillespie,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927852358209622000,7/11/2017 10:56,0.0025,".@EdWGillespie will totally turn around the high crime and poor economic performance of VA. MS-13 and crime will be gone. Vote today, ASAP!",@edwgillespie,will,totally,turn,around,the,high,crime,and,poor,economic,performance,of,va,ms-13,and,crime,will,be,gone,vote,today,asap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927906208203276000,7/11/2017 14:30,0.6,"Franklin, such a great photo. HAPPY 99th BIRTHDAY to your father, @BillyGraham! https://t.co/l0c7RvvOa1",franklin,such,a,great,photo,happy,99th,birthday,to,your,father,@billygraham,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928016742575738000,7/11/2017 21:50,0,"Thank you to all Americans who participated in Nat'l Rx Drug Take Back Day. A record amount of drugs collected &amp, disposed. We can do this!",thank,you,to,all,americans,who,participated,in,natl,rx,drug,take,back,day,a,record,amount,of,drugs,collected,&,disposed,we,can,do,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928064591665467000,8/11/2017 1:00,0.2645,"Getting ready to make a major speech to the National Assembly here in South Korea, then will be headed to China where I very much look forward to meeting with President Xi who is just off his great political victory.",getting,ready,to,make,a,major,speech,to,the,national,assembly,here,in,south,korea,then,will,be,headed,to,china,where,i,very,much,look,forward,to,meeting,with,president,xi,who,is,just,off,his,great,political,victory,,,,,,,,,,,,,,
928074747316928000,8/11/2017 1:40,0.169444444,"Ed Gillespie worked hard but did not embrace me or what I stand for. Don’t forget, Republicans won 4 out of 4 House seats, and with the economy doing record numbers, we will continue to win, even bigger than before!",ed,gillespie,worked,hard,but,did,not,embrace,me,or,what,i,stand,for,dont,forget,republicans,won,4,out,of,4,house,seats,and,with,the,economy,doing,record,numbers,we,will,continue,to,win,even,bigger,than,before,,,,,,,,,,,,,,
928083235040579000,8/11/2017 2:14,0.136363636,Join me LIVE in South Korea🇺🇸🇰🇷#NationalAssembly #POTUSinAsia ➡️https://t.co/M3iEhPdkas https://t.co/hSxdtd2UnY,join,me,live,in,south,korea🇺🇸🇰🇷,#nationalassembly,#potusinasia,➡️,http://...,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928097146993369000,8/11/2017 3:09,0.064285714,"The U.S., under my administration, is completely rebuilding its military, and they're spending hundreds of billions of dollars to the newest and finest military equipment anywhere in the world, being built right now. I want peace through strength! https://t.co/2YXkIvRIFi",the,us,under,my,administration,is,completely,rebuilding,its,military,and,theyre,spending,hundreds,of,billions,of,dollars,to,the,newest,and,finest,military,equipment,anywhere,in,the,world,being,built,right,now,i,want,peace,through,strength,http://...,,,,,,,,,,,,,,,
928097817037627000,8/11/2017 3:12,-0.4,"The North Korean regime has pursued its nuclear &amp, ballistic missile programs in defiance of every assurance, agreement, &amp, commmitment it has made to the U.S. and its allies. It's broken all of those commitments... https://t.co/xJ4jUpA8d8",the,north,korean,regime,has,pursued,its,nuclear,&,ballistic,missile,programs,in,defiance,of,every,assurance,agreement,&,commmitment,it,has,made,to,the,us,and,its,allies,its,broken,all,of,those,commitments,http://...,,,,,,,,,,,,,,,,,,
928098389966942000,8/11/2017 3:14,0,Anyone who doubts the strength or determination of the U.S. should look to our past....and you will doubt it no longer. https://t.co/zyuYc0fIH6,anyone,who,doubts,the,strength,or,determination,of,the,us,should,look,to,our,pastand,you,will,doubt,it,no,longer,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928105793366392000,8/11/2017 3:43,0.5125,"Together, we dream of a Korea that is free, a peninsula that is safe, and families that are reunited once again! https://t.co/9tsZRCC83j",together,we,dream,of,a,korea,that,is,free,a,peninsula,that,is,safe,and,families,that,are,reunited,once,again,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
